,id,Name,Type,SubType,Rangetype,Sprite,EquipSprite,ArrowSprite,ArrowSpeed,ArrowSize,ArrowRotation,HitEffect,HitSound,HitCount,Tier,BattlePoint,Rare,RarePercent,RareCoung,RanSmeltCount,SmeltUpStat,craftrare,craftrarelist,material,attacktype,minatk,maxatk,atkspeed,castspeed,matk,def,mdef,Str,Dex,Int,Wis,AllStat,AdvanStat,Hit,Exp,Gold,Hp,Mp,Crit,CritDmg,MinAllDmg,MaxAllDmg,RanStatId,SetID,SpeMehod,SpeMehodP,SuccSpe,istwohand,smeltid,smeltcount,maxdotcount,dotdmgup,AdvanEquipID,AdvanNeedItem,AdvanNeedItemHowmany,AdvanGold,AdvanPercent,ChangeId,UpgradeNeedID,SuccType,SuccNeedId,SuccNeedCount
사무라이 신발Ⅴ★,E20019,EquipName/E20019,Boot,,,Item/Artifact/3/1240,,0,0,0,0,,,0,13,5300,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,2000,2000,2000,2000,2050,,0,0,0,0.18,0,0,0,0,0,0,1005,1022,0,1022;1007,FALSE,99000,3,0,0,E6154,27,700,1000000000,100,1041,50003,gold,1000,500000000
대 마법사의 투구Ⅰ★,E20020,EquipName/E20020,Helmet,,,Item/Artifact/2/1107,,0,0,0,0,,,0,13,4100,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,700,700,700,700,1250,,0,0,0,0.18,0,17,0,0,0,0,1006,1011,0,1011;1004,FALSE,99000,3,0,0,E20021,50000,3,100000000,80,1022,50003,gold,1000,500000000
대 마법사의 투구Ⅱ★,E20021,EquipName/E20021,Helmet,,,Item/Artifact/2/1107,,0,0,0,0,,,0,13,4400,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1000,1000,1000,1000,1450,,0,0,0,0.18,0,17,0,0,0,0,1006,1011,0,1011;1004,FALSE,99000,3,0,0,E20022,50000,4,300000000,50,1023,50003,gold,1000,500000000
대 마법사의 투구Ⅲ★,E20022,EquipName/E20022,Helmet,,,Item/Artifact/2/1107,,0,0,0,0,,,0,13,4700,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1300,1300,1300,1300,1650,,0,0,0,0.18,0,17,0,0,0,0,1006,1011,0,1011;1004,FALSE,99000,3,0,0,E20023,50000,5,500000000,30,1024,50003,gold,1000,500000000
대 마법사의 투구Ⅳ★,E20023,EquipName/E20023,Helmet,,,Item/Artifact/2/1107,,0,0,0,0,,,0,13,5000,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1600,1600,1600,1600,1850,,0,0,0,0.18,0,17,0,0,0,0,1006,1011,0,1011;1004,FALSE,99000,3,0,0,E20024,50000,6,800000000,15,1025,50003,gold,1000,500000000
대 마법사의 투구Ⅴ★,E20024,EquipName/E20024,Helmet,,,Item/Artifact/2/1107,,0,0,0,0,,,0,13,5300,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,2000,2000,2000,2000,2050,,0,0,0,0.18,0,17,0,0,0,0,1006,1011,0,1011;1004,FALSE,99000,3,0,0,E6151,27,700,1000000000,100,1026,50003,gold,1000,500000000
대 마법사의 갑옷Ⅰ★,E20025,EquipName/E20025,Chest,,,Item/Artifact/2/1108,,0,0,0,0,,,0,13,4100,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,700,700,700,700,1250,,0,0,0,0.18,0,0,0.3,0,0,0,1006,1012,0,1012;1005,FALSE,99000,3,0,0,E20026,50000,3,100000000,80,1027,50003,gold,1000,500000000
대 마법사의 갑옷Ⅱ★,E20026,EquipName/E20026,Chest,,,Item/Artifact/2/1108,,0,0,0,0,,,0,13,4400,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1000,1000,1000,1000,1450,,0,0,0,0.18,0,0,0.3,0,0,0,1006,1012,0,1012;1005,FALSE,99000,3,0,0,E20027,50000,4,300000000,50,1028,50003,gold,1000,500000000
대 마법사의 갑옷Ⅲ★,E20027,EquipName/E20027,Chest,,,Item/Artifact/2/1108,,0,0,0,0,,,0,13,4700,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1300,1300,1300,1300,1650,,0,0,0,0.18,0,0,0.3,0,0,0,1006,1012,0,1012;1005,FALSE,99000,3,0,0,E20028,50000,5,500000000,30,1029,50003,gold,1000,500000000
대 마법사의 갑옷Ⅳ★,E20028,EquipName/E20028,Chest,,,Item/Artifact/2/1108,,0,0,0,0,,,0,13,5000,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1600,1600,1600,1600,1850,,0,0,0,0.18,0,0,0.3,0,0,0,1006,1012,0,1012;1005,FALSE,99000,3,0,0,E20029,50000,6,800000000,15,1030,50003,gold,1000,500000000
대 마법사의 갑옷Ⅴ★,E20029,EquipName/E20029,Chest,,,Item/Artifact/2/1108,,0,0,0,0,,,0,13,5300,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,2000,2000,2000,2000,2050,,0,0,0,0.18,0,0,0.3,0,0,0,1006,1012,0,1012;1005,FALSE,99000,3,0,0,E6152,27,700,1000000000,100,1031,50003,gold,1000,500000000
대 마법사의 장갑Ⅰ★,E20030,EquipName/E20030,Glove,,,Item/Artifact/2/1109,,0,0,0,0,,,0,13,4100,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,700,700,700,700,1250,,0,0,0,0.18,0.18,0,0,0,0,0,1006,1013,0,1013;1006,FALSE,99000,3,0,0,E20031,50000,3,100000000,80,1032,50003,gold,1000,500000000
대 마법사의 장갑Ⅱ★,E20031,EquipName/E20031,Glove,,,Item/Artifact/2/1109,,0,0,0,0,,,0,13,4400,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1000,1000,1000,1000,1450,,0,0,0,0.18,0.18,0,0,0,0,0,1006,1013,0,1013;1006,FALSE,99000,3,0,0,E20032,50000,4,300000000,50,1033,50003,gold,1000,500000000
대 마법사의 장갑Ⅲ★,E20032,EquipName/E20032,Glove,,,Item/Artifact/2/1109,,0,0,0,0,,,0,13,4700,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1300,1300,1300,1300,1650,,0,0,0,0.18,0.18,0,0,0,0,0,1006,1013,0,1013;1006,FALSE,99000,3,0,0,E20033,50000,5,500000000,30,1034,50003,gold,1000,500000000
대 마법사의 장갑Ⅳ★,E20033,EquipName/E20033,Glove,,,Item/Artifact/2/1109,,0,0,0,0,,,0,13,5000,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1600,1600,1600,1600,1850,,0,0,0,0.18,0.18,0,0,0,0,0,1006,1013,0,1013;1006,FALSE,99000,3,0,0,E20034,50000,6,800000000,15,1035,50003,gold,1000,500000000
대 마법사의 장갑Ⅴ★,E20034,EquipName/E20034,Glove,,,Item/Artifact/2/1109,,0,0,0,0,,,0,13,5300,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,2000,2000,2000,2000,2050,,0,0,0,0.18,0.18,0,0,0,0,0,1006,1013,0,1013;1006,FALSE,99000,3,0,0,E6153,27,700,1000000000,100,1036,50003,gold,1000,500000000
대 마법사의 신발Ⅰ★,E20035,EquipName/E20035,Boot,,,Item/Artifact/2/1110,,0,0,0,0,,,0,13,4100,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,700,700,700,700,1250,,0,0,0,0.18,0,0,0,0,0,0,1006,1014,0,1014;1007,FALSE,99000,3,0,0,E20036,50000,3,100000000,80,1037,50003,gold,1000,500000000
대 마법사의 신발Ⅱ★,E20036,EquipName/E20036,Boot,,,Item/Artifact/2/1110,,0,0,0,0,,,0,13,4400,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1000,1000,1000,1000,1450,,0,0,0,0.18,0,0,0,0,0,0,1006,1014,0,1014;1007,FALSE,99000,3,0,0,E20037,50000,4,300000000,50,1038,50003,gold,1000,500000000
대 마법사의 신발Ⅲ★,E20037,EquipName/E20037,Boot,,,Item/Artifact/2/1110,,0,0,0,0,,,0,13,4700,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1300,1300,1300,1300,1650,,0,0,0,0.18,0,0,0,0,0,0,1006,1014,0,1014;1007,FALSE,99000,3,0,0,E20038,50000,5,500000000,30,1039,50003,gold,1000,500000000
대 마법사의 신발Ⅳ★,E20038,EquipName/E20038,Boot,,,Item/Artifact/2/1110,,0,0,0,0,,,0,13,5000,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1600,1600,1600,1600,1850,,0,0,0,0.18,0,0,0,0,0,0,1006,1014,0,1014;1007,FALSE,99000,3,0,0,E20039,50000,6,800000000,15,1040,50003,gold,1000,500000000
대 마법사의 신발Ⅴ★,E20039,EquipName/E20039,Boot,,,Item/Artifact/2/1110,,0,0,0,0,,,0,13,5300,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,2000,2000,2000,2000,2050,,0,0,0,0.18,0,0,0,0,0,0,1006,1014,0,1014;1007,FALSE,99000,3,0,0,E6154,27,700,1000000000,100,1041,50003,gold,1000,500000000
독룡의 투구Ⅰ★,E20040,EquipName/E20040,Helmet,,,Item/Artifact/3/1201,,0,0,0,0,,,0,13,4100,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,700,700,700,700,1250,,0,0,0,0.18,0,17,0,0,0,0,1007,1015,0,1015;1004,FALSE,99000,3,0,0,E20041,50000,3,100000000,80,1022,50003,gold,1000,500000000
독룡의 투구Ⅱ★,E20041,EquipName/E20041,Helmet,,,Item/Artifact/3/1201,,0,0,0,0,,,0,13,4400,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1000,1000,1000,1000,1450,,0,0,0,0.18,0,17,0,0,0,0,1007,1015,0,1015;1004,FALSE,99000,3,0,0,E20042,50000,4,300000000,50,1023,50003,gold,1000,500000000
독룡의 투구Ⅲ★,E20042,EquipName/E20042,Helmet,,,Item/Artifact/3/1201,,0,0,0,0,,,0,13,4700,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1300,1300,1300,1300,1650,,0,0,0,0.18,0,17,0,0,0,0,1007,1015,0,1015;1004,FALSE,99000,3,0,0,E20043,50000,5,500000000,30,1024,50003,gold,1000,500000000
독룡의 투구Ⅳ★,E20043,EquipName/E20043,Helmet,,,Item/Artifact/3/1201,,0,0,0,0,,,0,13,5000,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1600,1600,1600,1600,1850,,0,0,0,0.18,0,17,0,0,0,0,1007,1015,0,1015;1004,FALSE,99000,3,0,0,E20044,50000,6,800000000,15,1025,50003,gold,1000,500000000
독룡의 투구Ⅴ★,E20044,EquipName/E20044,Helmet,,,Item/Artifact/3/1201,,0,0,0,0,,,0,13,5300,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,2000,2000,2000,2000,2050,,0,0,0,0.18,0,17,0,0,0,0,1007,1015,0,1015;1004,FALSE,99000,3,0,0,E6151,27,700,1000000000,100,1026,50003,gold,1000,500000000
독룡의 갑옷Ⅰ★,E20045,EquipName/E20045,Chest,,,Item/Artifact/3/1202,,0,0,0,0,,,0,13,4100,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,700,700,700,700,1250,,0,0,0,0.18,0,0,0.3,0,0,0,1007,1016,0,1016;1005,FALSE,99000,3,0,0,E20046,50000,3,100000000,80,1027,50003,gold,1000,500000000
독룡의 갑옷Ⅱ★,E20046,EquipName/E20046,Chest,,,Item/Artifact/3/1202,,0,0,0,0,,,0,13,4400,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1000,1000,1000,1000,1450,,0,0,0,0.18,0,0,0.3,0,0,0,1007,1016,0,1016;1005,FALSE,99000,3,0,0,E20047,50000,4,300000000,50,1028,50003,gold,1000,500000000
독룡의 갑옷Ⅲ★,E20047,EquipName/E20047,Chest,,,Item/Artifact/3/1202,,0,0,0,0,,,0,13,4700,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1300,1300,1300,1300,1650,,0,0,0,0.18,0,0,0.3,0,0,0,1007,1016,0,1016;1005,FALSE,99000,3,0,0,E20048,50000,5,500000000,30,1029,50003,gold,1000,500000000
독룡의 갑옷Ⅳ★,E20048,EquipName/E20048,Chest,,,Item/Artifact/3/1202,,0,0,0,0,,,0,13,5000,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1600,1600,1600,1600,1850,,0,0,0,0.18,0,0,0.3,0,0,0,1007,1016,0,1016;1005,FALSE,99000,3,0,0,E20049,50000,6,800000000,15,1030,50003,gold,1000,500000000
독룡의 갑옷Ⅴ★,E20049,EquipName/E20049,Chest,,,Item/Artifact/3/1202,,0,0,0,0,,,0,13,5300,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,2000,2000,2000,2000,2050,,0,0,0,0.18,0,0,0.3,0,0,0,1007,1016,0,1016;1005,FALSE,99000,3,0,0,E6152,27,700,1000000000,100,1031,50003,gold,1000,500000000
독룡의 장갑Ⅰ★,E20050,EquipName/E20050,Glove,,,Item/Artifact/3/1203,,0,0,0,0,,,0,13,4100,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,700,700,700,700,1250,,0,0,0,0.18,0.18,0,0,0,0,0,1007,1017,0,1017;1006,FALSE,99000,3,0,0,E20051,50000,3,100000000,80,1032,50003,gold,1000,500000000
독룡의 장갑Ⅱ★,E20051,EquipName/E20051,Glove,,,Item/Artifact/3/1203,,0,0,0,0,,,0,13,4400,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1000,1000,1000,1000,1450,,0,0,0,0.18,0.18,0,0,0,0,0,1007,1017,0,1017;1006,FALSE,99000,3,0,0,E20052,50000,4,300000000,50,1033,50003,gold,1000,500000000
독룡의 장갑Ⅲ★,E20052,EquipName/E20052,Glove,,,Item/Artifact/3/1203,,0,0,0,0,,,0,13,4700,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1300,1300,1300,1300,1650,,0,0,0,0.18,0.18,0,0,0,0,0,1007,1017,0,1017;1006,FALSE,99000,3,0,0,E20053,50000,5,500000000,30,1034,50003,gold,1000,500000000
독룡의 장갑Ⅳ★,E20053,EquipName/E20053,Glove,,,Item/Artifact/3/1203,,0,0,0,0,,,0,13,5000,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1600,1600,1600,1600,1850,,0,0,0,0.18,0.18,0,0,0,0,0,1007,1017,0,1017;1006,FALSE,99000,3,0,0,E20054,50000,6,800000000,15,1035,50003,gold,1000,500000000
독룡의 장갑Ⅴ★,E20054,EquipName/E20054,Glove,,,Item/Artifact/3/1203,,0,0,0,0,,,0,13,5300,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,2000,2000,2000,2000,2050,,0,0,0,0.18,0.18,0,0,0,0,0,1007,1017,0,1017;1006,FALSE,99000,3,0,0,E6153,27,700,1000000000,100,1036,50003,gold,1000,500000000
독룡의 신발Ⅰ★,E20055,EquipName/E20055,Boot,,,Item/Artifact/3/1204,,0,0,0,0,,,0,13,4100,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,700,700,700,700,1250,,0,0,0,0.18,0,0,0,0,0,0,1007,1018,0,1018;1007,FALSE,99000,3,0,0,E20056,50000,3,100000000,80,1037,50003,gold,1000,500000000
독룡의 신발Ⅱ★,E20056,EquipName/E20056,Boot,,,Item/Artifact/3/1204,,0,0,0,0,,,0,13,4400,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1000,1000,1000,1000,1450,,0,0,0,0.18,0,0,0,0,0,0,1007,1018,0,1018;1007,FALSE,99000,3,0,0,E20057,50000,4,300000000,50,1038,50003,gold,1000,500000000
독룡의 신발Ⅲ★,E20057,EquipName/E20057,Boot,,,Item/Artifact/3/1204,,0,0,0,0,,,0,13,4700,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1300,1300,1300,1300,1650,,0,0,0,0.18,0,0,0,0,0,0,1007,1018,0,1018;1007,FALSE,99000,3,0,0,E20058,50000,5,500000000,30,1039,50003,gold,1000,500000000
독룡의 신발Ⅳ★,E20058,EquipName/E20058,Boot,,,Item/Artifact/3/1204,,0,0,0,0,,,0,13,5000,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,1600,1600,1600,1600,1850,,0,0,0,0.18,0,0,0,0,0,0,1007,1018,0,1018;1007,FALSE,99000,3,0,0,E20059,50000,6,800000000,15,1040,50003,gold,1000,500000000
독룡의 신발Ⅴ★,E20059,EquipName/E20059,Boot,,,Item/Artifact/3/1204,,0,0,0,0,,,0,13,5300,6,0;0;0;0;80;8;2,2,5;5,0,0,6,bone,-1,0,0,0,0,0,0,0,2000,2000,2000,2000,2050,,0,0,0,0.18,0,0,0,0,0,0,1007,1018,0,1018;1007,FALSE,99000,3,0,0,E6154,27,700,1000000000,100,1041,50003,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
14 보조무기,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
카이트 실드,E6044,EquipName/6044,SWeapon,,,Item/Weapon/Second/Shield6,EquipItem/Weapon/Second/Shield6,0,0,0,0,,,0,5,3500,5,0;0;0;80;15;7;2,3,3;10,2,0,5,wood,-1,5.2,5.2,0,0,0,0,0,500,0,0,0,800,,0,0,0,0.12,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6048,1006,12,4000000000,100,1042,,gold,1000,500000000
사브레,E6045,EquipName/6045,SWeapon,,,Item/Weapon/Second/샤브레,EquipItem/Weapon/Second/샤브레,0,0,0,0,,,0,5,3500,5,0;0;0;80;15;7;2,3,3;10,2,0,5,iron,-1,7,7,0.1,0,0,0,0,0,500,0,0,800,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6049,1006,12,4000000000,100,1042,,gold,1000,500000000
불의 정령,E6046,EquipName/6046,SWeapon,,,Item/Weapon/Second/Enchant2,EquipItem/Weapon/Second/Enchant2,0,0,0,0,,,0,5,3500,5,0;0;0;80;15;7;2,3,3;10,2,0,5,wood,-1,0,0,0,0,8,0,0,0,0,500,0,800,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6050,1006,12,4000000000,100,1042,,gold,1000,500000000
횃불,E6047,EquipName/6047,SWeapon,,,Item/Weapon/Second/torch,EquipItem/Weapon/Second/torch,0,0,0,0,,,0,5,3500,5,0;0;0;80;15;7;2,3,3;10,2,0,5,wood,-1,0,0,0,0,5,0,0,0,0,0,500,800,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,10,2.5,E6051,1006,12,4000000000,100,1042,,gold,1000,500000000
카이트 실드★,E6048,EquipName/6048,SWeapon,,,Item/Weapon/Second/Shield6,EquipItem/Weapon/Second/Shield6,0,0,0,0,,,0,5,3500,5,0;0;0;0;80;8;2,3,5;10,2,0,5,wood,-1,5.2,5.2,0,0,0,0,0,700,0,0,0,1000,,0,0,0,0.12,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6100,50000,5,800000000,100,1043,,gold,1000,500000000
사브레★,E6049,EquipName/6049,SWeapon,,,Item/Weapon/Second/샤브레,EquipItem/Weapon/Second/샤브레,0,0,0,0,,,0,5,3500,5,0;0;0;0;80;8;2,3,5;10,2,0,5,iron,-1,7,7,0.1,0,0,0,0,0,700,0,0,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6101,50000,5,800000000,100,1043,,gold,1000,500000000
불의 정령★,E6050,EquipName/6050,SWeapon,,,Item/Weapon/Second/Enchant2,EquipItem/Weapon/Second/Enchant2,0,0,0,0,,,0,5,3500,5,0;0;0;0;80;8;2,3,5;10,2,0,5,wood,-1,0,0,0,0,8,0,0,0,0,700,0,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,0,0,E6102,50000,5,800000000,100,1043,,gold,1000,500000000
횃불★,E6051,EquipName/6051,SWeapon,,,Item/Weapon/Second/torch,EquipItem/Weapon/Second/torch,0,0,0,0,,,0,5,3500,5,0;0;0;0;80;8;2,3,5;10,2,0,5,wood,-1,0,0,0,0,5,0,0,0,0,0,700,1000,,0,0,0,0,0,0,0.35,0,0,0,0,1010,0,1010,FALSE,99000,5,10,2.5,E6103,50000,5,800000000,100,1043,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
15 무기,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
청파검(물리),E6052,EquipName/6052,Weapon,Physic,M,Item/Weapon/Main/LongSword8,EquipItem/Weapon/Main/LongSword8,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,15,4000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,0,27,27,0,0,0,0,0,1500,0,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1243,1001,FALSE,99000,7,0,0,E6060,50000,5,800000000,100,1044,,gold,1000,500000000
슬레이어(물리),E6053,EquipName/6053,Weapon,Physic,M,Item/Weapon/Main/Axe2,EquipItem/Weapon/Main/Axe2,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,10,4000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,0,27,27,0,0,0,0,0,1500,0,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1248,1001,FALSE,99000,7,0,0,E6061,50000,5,800000000,100,1044,,gold,1000,500000000
청화도(평타),E6054,EquipName/6054,Weapon,Physic,M,Item/Weapon/Main/Dagger11,EquipItem/Weapon/Main/Dagger11,0,0,0,0,,Attack/Slash1;Attack/Slash2,3,10,4000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,0,12.6,12.6,0.3,0,0,0,0,750,750,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1244,1001,FALSE,99000,7,0,0,E6062,50000,5,800000000,100,1044,,gold,1000,500000000
헬파이어(치명물리),E6055,EquipName/6055,Weapon,Physic,R,Item/Weapon/Main/Bow4,EquipItem/Weapon/Main/Bow4,arrow/1041,22,2.2,-135,,Attack/shoot1,2,10,4000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,1,23.4,23.4,0,0,0,0,0,0,1500,0,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1245,1001,FALSE,99000,7,0,0,E6063,50000,5,800000000,100,1044,,gold,1000,500000000
이그니시아(마법),E6056,EquipName/6056,Weapon,Magic,MR,Item/Weapon/Main/Staff6,EquipItem/Weapon/Main/Staff6,arrow/icon921,15,1,0,,Attack/spell1,1,10,4000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,1,1,1,0,0.4,27,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1246,1001,FALSE,99000,7,0,0,E6064,50000,5,800000000,100,1044,,gold,1000,500000000
립헬,E6057,EquipName/6057,Weapon,Dot,MR,Item/Weapon/Main/scythe6,EquipItem/Weapon/Main/scythe6,arrow/icon230,15,1,0,,Attack/spell1,1,10,4000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,1,1,1,0,0.4,20,0,0,0,0,500,1000,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1247,1001,FALSE,99000,7,0,0.6,E6065,50000,5,800000000,100,1044,,gold,1000,500000000
러브(마법) 사냥용,E6058,EquipName/6058,Weapon,Magic,M,Item/Weapon/Main/Mace4,EquipItem/Weapon/Main/Mace4,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,10,4000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,1,1,1,0,0.4,27,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1249,1001,FALSE,99000,7,0,0,E6066,50000,5,800000000,100,1044,,gold,1000,500000000
라그나로크(스킬 사용 시 플레임),E6059,EquipName/6059,Weapon,Magic,MR,Item/Weapon/Main/Wand3,EquipItem/Weapon/Main/Wand3,arrow/icon921,15,1,0,,Attack/spell1,1,10,4000,5,0;0;0;80;15;7;2,3,5;10,0,0,5,iron,1,1,1,0,0.4,27,0,0,0,0,1500,0,1000,,0,0,0,0,0,10,0.13,0,0,0,0,1001,1250,1001,FALSE,99000,7,0,0,E6067,50000,5,800000000,100,1044,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
점핑 지원 아이템,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gold,1000,500000000
염화검(물리),E70000,EquipName/70000,Weapon,,M,Item/Weapon/Main/LongSword7,EquipItem/Weapon/Main/LongSword7,0,0,0,0,,Attack/Slash1;Attack/Slash2,1,10,2500,5,0;0;0;0;0;0;100,3,10;10,0,6,5,iron,0,18,18,0,0,0,0,0,700,0,0,0,500,,0,0,0,0,0,16,0.5,0,0,0,1009,0,1202,0,FALSE,99000,3,0,0,,,,,,,,gold,1000,500000000
