description,Tier,id,num,itemid,itemnames,minhowmany,maxhowmany,rate,isshow,Ispercent,,,,,,,
,3단계,80202,2147,1011,경험치,50000000,50000000,80000,FALSE,FALSE,,,,,,,
,3단계,80202,2148,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,4단계,80203,2149,1011,경험치,70000000,70000000,1000000,TRUE,FALSE,,,,,,,
,4단계,80203,2150,1011,경험치,70000000,70000000,80000,FALSE,FALSE,,,,,,,
,4단계,80203,2151,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,5단계,80204,2152,1011,경험치,100000000,100000000,1000000,TRUE,FALSE,,,,,,,
,5단계,80204,2153,1011,경험치,100000000,100000000,80000,FALSE,FALSE,,,,,,,
,5단계,80204,2154,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,6단계,80205,2155,1011,경험치,120000000,120000000,1000000,TRUE,FALSE,,,,,,,
,6단계,80205,2156,1011,경험치,120000000,120000000,80000,FALSE,FALSE,,,,,,,
,6단계,80205,2157,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,7단계,80206,2158,1011,경험치,150000000,150000000,1000000,TRUE,FALSE,,,,,,,
,7단계,80206,2159,1011,경험치,150000000,150000000,80000,FALSE,FALSE,,,,,,,
,7단계,80206,2160,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,8단계,80207,2161,1011,경험치,180000000,180000000,1000000,TRUE,FALSE,,,,,,,
,8단계,80207,2162,1011,경험치,180000000,180000000,80000,FALSE,FALSE,,,,,,,
,8단계,80207,2163,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,9단계,80208,2164,1011,경험치,220000000,220000000,1000000,TRUE,FALSE,,,,,,,
,9단계,80208,2165,1011,경험치,220000000,220000000,100000,FALSE,FALSE,,,,,,,
,9단계,80208,2166,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,1단계,80300,2167,1010,비법서 조각,700,900,1000000,TRUE,FALSE,,,,,,,
용암굴,1단계,80300,2168,1005,전설,1,3,500000,TRUE,FALSE,,,,,,,
,1단계,80300,2169,1006,신화,1,2,150000,TRUE,FALSE,,,,,,,
,1단계,80300,2170,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,2단계,80301,2171,1010,비법서 조각,1000,1200,1000000,TRUE,FALSE,,,,,,,
,2단계,80301,2172,1005,전설,2,4,550000,TRUE,FALSE,,,,,,,
,2단계,80301,2173,1006,신화,1,2,150000,TRUE,FALSE,,,,,,,
,2단계,80301,2174,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,3단계,80302,2175,1010,비법서 조각,1300,1500,1000000,TRUE,FALSE,,,,,,,
,3단계,80302,2176,1005,전설,3,5,600000,TRUE,FALSE,,,,,,,
,3단계,80302,2177,1006,신화,1,2,150000,TRUE,FALSE,,,,,,,
,3단계,80302,2178,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,4단계,80303,2179,1010,비법서 조각,1700,1900,1000000,TRUE,FALSE,,,,,,,
,4단계,80303,2180,1005,전설,4,6,650000,TRUE,FALSE,,,,,,,
,4단계,80303,2181,1006,신화,1,3,150000,TRUE,FALSE,,,,,,,
,4단계,80303,2182,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,5단계,80304,2183,1010,비법서 조각,2000,2200,1000000,TRUE,FALSE,,,,,,,
,5단계,80304,2184,1005,전설,5,7,700000,TRUE,FALSE,,,,,,,
,5단계,80304,2185,1006,신화,1,3,150000,TRUE,FALSE,,,,,,,
,5단계,80304,2186,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,6단계,80305,2187,1010,비법서 조각,2300,2500,1000000,TRUE,FALSE,,,,,,,
,6단계,80305,2188,1005,전설,6,8,750000,TRUE,FALSE,,,,,,,
,6단계,80305,2189,1006,신화,1,3,150000,TRUE,FALSE,,,,,,,
,6단계,80305,2190,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,7단계,80306,2191,1010,비법서 조각,2600,2800,1000000,TRUE,FALSE,,,,,,,
,7단계,80306,2192,1005,전설,7,9,800000,TRUE,FALSE,,,,,,,
,7단계,80306,2193,1006,신화,2,4,150000,TRUE,FALSE,,,,,,,
,7단계,80306,2194,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,8단계,80307,2195,1010,비법서 조각,3000,3200,1000000,TRUE,FALSE,,,,,,,
,8단계,80307,2196,1005,전설,8,10,900000,TRUE,FALSE,,,,,,,
,8단계,80307,2197,1006,신화,2,5,170000,TRUE,FALSE,,,,,,,
,8단계,80307,2198,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,9단계,80308,2199,1010,비법서 조각,3300,3500,1000000,TRUE,FALSE,,,,,,,
,9단계,80308,2200,1005,전설,9,11,1000000,TRUE,FALSE,,,,,,,
,9단계,80308,2201,1006,신화,3,6,250000,TRUE,FALSE,,,,,,,
,9단계,80308,2202,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,1단계,80309,2203,90000,갑옷 조각,1,1,1000000,TRUE,FALSE,,,,,,,
멸망한 고대 도시,1단계,80309,2204,90001,거울,1,1,1000000,TRUE,FALSE,,,,,,,
,1단계,80309,2205,90002,금닢,1,1,1000000,TRUE,FALSE,,,,,,,
,1단계,80309,2206,552,하급 고대 유물 선택 상자,1,1,100000,TRUE,FALSE,,,,,,,
,1단계,80309,2207,553,하급 고대 유물 무작위 상자,1,1,200000,TRUE,FALSE,,,,,,,
,1단계,80309,2208,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,,80309,2209,1010,비법서 조각,700,900,1000000,TRUE,FALSE,,,,,,,
,,80309,2210,1005,전설,1,3,1000000,TRUE,FALSE,,,,,,,
,,80309,2211,1006,신화,1,2,300000,TRUE,FALSE,,,,,,,
,,80309,2212,17,1억골드,10,10,1000000,TRUE,FALSE,,,,,,,
,2단계,80310,2213,90000,갑옷 조각,1,1,1000000,TRUE,FALSE,,,,,,,
,2단계,80310,2214,90001,거울,1,1,1000000,TRUE,FALSE,,,,,,,
,2단계,80310,2215,90002,금닢,1,1,1000000,TRUE,FALSE,,,,,,,
,2단계,80310,2216,552,하급 고대 유물 선택 상자,1,1,150000,TRUE,FALSE,,,,,,,
,2단계,80310,2217,553,하급 고대 유물 무작위 상자,1,1,250000,TRUE,FALSE,,,,,,,
,2단계,80310,2218,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,,80310,2219,1010,비법서 조각,1000,1200,1000000,TRUE,FALSE,,,,,,,
,,80310,2220,1005,전설,2,4,1000000,TRUE,FALSE,,,,,,,
,,80310,2221,1006,신화,1,2,300000,TRUE,FALSE,,,,,,,
,,80310,2222,17,1억골드,15,15,1000000,TRUE,FALSE,,,,,,,
,3단계,80311,2223,90000,갑옷 조각,1,1,1000000,TRUE,FALSE,,,,,,,
,3단계,80311,2224,90001,거울,1,1,1000000,TRUE,FALSE,,,,,,,
,3단계,80311,2225,90002,금닢,1,1,1000000,TRUE,FALSE,,,,,,,
,3단계,80311,2226,552,하급 고대 유물 선택 상자,1,1,200000,TRUE,FALSE,,,,,,,
,3단계,80311,2227,553,하급 고대 유물 무작위 상자,1,1,300000,TRUE,FALSE,,,,,,,
,3단계,80311,2228,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,,80311,2229,1010,비법서 조각,1300,1500,1000000,TRUE,FALSE,,,,,,,
,,80311,2230,1005,전설,3,5,1000000,TRUE,FALSE,,,,,,,
,,80311,2231,1006,신화,1,2,300000,TRUE,FALSE,,,,,,,
,,80311,2232,17,1억골드,20,20,1000000,TRUE,FALSE,,,,,,,
,4단계,80312,2233,90000,갑옷 조각,1,1,1000000,TRUE,FALSE,,,,,,,
,4단계,80312,2234,90001,거울,1,1,1000000,TRUE,FALSE,,,,,,,
,4단계,80312,2235,90002,금닢,1,1,1000000,TRUE,FALSE,,,,,,,
,4단계,80312,2236,90003,독병,1,1,300000,TRUE,FALSE,,,,,,,
,4단계,80312,2237,90004,오리,1,1,300000,TRUE,FALSE,,,,,,,
,4단계,80312,2238,90005,마녀의 빗자루,1,1,300000,TRUE,FALSE,,,,,,,
,4단계,80312,2239,552,하급 고대 유물 선택 상자,1,1,100000,TRUE,FALSE,,,,,,,
,4단계,80312,2240,553,하급 고대 유물 무작위 상자,1,1,200000,TRUE,FALSE,,,,,,,
,4단계,80312,2241,554,중급 고대 유물 선택 상자,1,1,100000,TRUE,FALSE,,,,,,,
,4단계,80312,2242,555,중급 고대 유물 무작위 상자,1,1,200000,TRUE,FALSE,,,,,,,
,4단계,80312,2243,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,,80312,2244,1010,비법서 조각,1700,1900,1000000,TRUE,FALSE,,,,,,,
,,80312,2245,1005,전설,4,6,1000000,TRUE,FALSE,,,,,,,
,,80312,2246,1006,신화,1,3,300000,TRUE,FALSE,,,,,,,
,,80312,2247,17,1억골드,25,25,1000000,TRUE,FALSE,,,,,,,
,5단계,80313,2248,90000,갑옷 조각,1,2,1000000,TRUE,FALSE,,,,,,,
,5단계,80313,2249,90001,거울,1,2,1000000,TRUE,FALSE,,,,,,,
,5단계,80313,2250,90002,금닢,1,2,1000000,TRUE,FALSE,,,,,,,
,5단계,80313,2251,90003,독병,1,1,400000,TRUE,FALSE,,,,,,,
,5단계,80313,2252,90004,오리,1,1,400000,TRUE,FALSE,,,,,,,
,5단계,80313,2253,90005,마녀의 빗자루,1,1,400000,TRUE,FALSE,,,,,,,
,5단계,80313,2254,552,하급 고대 유물 선택 상자,1,1,150000,TRUE,FALSE,,,,,,,
,5단계,80313,2255,553,하급 고대 유물 무작위 상자,1,1,250000,TRUE,FALSE,,,,,,,
,5단계,80313,2256,554,중급 고대 유물 선택 상자,1,1,150000,TRUE,FALSE,,,,,,,
,5단계,80313,2257,555,중급 고대 유물 무작위 상자,1,1,250000,TRUE,FALSE,,,,,,,
,5단계,80313,2258,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,,80313,2259,1010,비법서 조각,2000,2200,1000000,TRUE,FALSE,,,,,,,
,,80313,2260,1005,전설,5,7,1000000,TRUE,FALSE,,,,,,,
,,80313,2261,1006,신화,1,3,300000,TRUE,FALSE,,,,,,,
,,80313,2262,17,1억골드,40,40,1000000,TRUE,FALSE,,,,,,,
,6단계,80314,2263,90000,갑옷 조각,1,2,1000000,TRUE,FALSE,,,,,,,
,6단계,80314,2264,90001,거울,1,2,1000000,TRUE,FALSE,,,,,,,
,6단계,80314,2265,90002,금닢,1,2,1000000,TRUE,FALSE,,,,,,,
,6단계,80314,2266,90003,독병,1,1,500000,TRUE,FALSE,,,,,,,
,6단계,80314,2267,90004,오리,1,1,500000,TRUE,FALSE,,,,,,,
,6단계,80314,2268,90005,마녀의 빗자루,1,1,500000,TRUE,FALSE,,,,,,,
,6단계,80314,2269,552,하급 고대 유물 선택 상자,1,2,200000,TRUE,FALSE,,,,,,,
,6단계,80314,2270,553,하급 고대 유물 무작위 상자,1,2,300000,TRUE,FALSE,,,,,,,
,6단계,80314,2271,554,중급 고대 유물 선택 상자,1,1,200000,TRUE,FALSE,,,,,,,
,6단계,80314,2272,555,중급 고대 유물 무작위 상자,1,1,300000,TRUE,FALSE,,,,,,,
,6단계,80314,2273,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,,80314,2274,1010,비법서 조각,2300,2500,1000000,TRUE,FALSE,,,,,,,
,,80314,2275,1005,전설,6,8,1000000,TRUE,FALSE,,,,,,,
,,80314,2276,1006,신화,1,3,300000,TRUE,FALSE,,,,,,,
,,80314,2277,17,1억골드,50,50,1000000,TRUE,FALSE,,,,,,,
,7단계,80315,2278,90000,갑옷 조각,1,2,1000000,TRUE,FALSE,,,,,,,
,7단계,80315,2279,90001,거울,1,2,1000000,TRUE,FALSE,,,,,,,
,7단계,80315,2280,90002,금닢,1,2,1000000,TRUE,FALSE,,,,,,,
,7단계,80315,2281,90003,독병,1,1,600000,TRUE,FALSE,,,,,,,
,7단계,80315,2282,90004,오리,1,1,600000,TRUE,FALSE,,,,,,,
,7단계,80315,2283,90005,마녀의 빗자루,1,1,600000,TRUE,FALSE,,,,,,,
,7단계,80315,2284,90006,양초,1,1,400000,TRUE,FALSE,,,,,,,
,7단계,80315,2285,90007,죄수의 족쇄,1,1,400000,TRUE,FALSE,,,,,,,
,7단계,80315,2286,90008,피닉스의 부리,1,1,400000,TRUE,FALSE,,,,,,,
,7단계,80315,2287,552,하급 고대 유물 선택 상자,1,2,100000,TRUE,FALSE,,,,,,,
,7단계,80315,2288,553,하급 고대 유물 무작위 상자,1,2,200000,TRUE,FALSE,,,,,,,
,7단계,80315,2289,554,중급 고대 유물 선택 상자,1,1,100000,TRUE,FALSE,,,,,,,
,7단계,80315,2290,555,중급 고대 유물 무작위 상자,1,1,200000,TRUE,FALSE,,,,,,,
,7단계,80315,2291,556,고급 고대 유물 선택 상자,1,1,100000,TRUE,FALSE,,,,,,,
,7단계,80315,2292,557,고급 고대 유물 무작위 상자,1,1,200000,TRUE,FALSE,,,,,,,
,7단계,80315,2293,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,,80315,2294,1010,비법서 조각,2600,2800,1000000,TRUE,FALSE,,,,,,,
,,80315,2295,1005,전설,7,9,1000000,TRUE,FALSE,,,,,,,
,,80315,2296,1006,신화,2,4,300000,TRUE,FALSE,,,,,,,
,,80315,2297,17,1억골드,70,70,1000000,TRUE,FALSE,,,,,,,
,8단계,80316,2298,90000,갑옷 조각,1,3,1000000,TRUE,FALSE,,,,,,,
,8단계,80316,2299,90001,거울,1,3,1000000,TRUE,FALSE,,,,,,,
,8단계,80316,2300,90002,금닢,1,3,1000000,TRUE,FALSE,,,,,,,
,8단계,80316,2301,90003,독병,1,2,650000,TRUE,FALSE,,,,,,,
,8단계,80316,2302,90004,오리,1,2,650000,TRUE,FALSE,,,,,,,
,8단계,80316,2303,90005,마녀의 빗자루,1,2,650000,TRUE,FALSE,,,,,,,
,8단계,80316,2304,90006,양초,1,1,450000,TRUE,FALSE,,,,,,,
,8단계,80316,2305,90007,죄수의 족쇄,1,1,450000,TRUE,FALSE,,,,,,,
,8단계,80316,2306,90008,피닉스의 부리,1,1,450000,TRUE,FALSE,,,,,,,
,8단계,80316,2307,552,하급 고대 유물 선택 상자,1,2,150000,TRUE,FALSE,,,,,,,
,8단계,80316,2308,553,하급 고대 유물 무작위 상자,1,2,250000,TRUE,FALSE,,,,,,,
,8단계,80316,2309,554,중급 고대 유물 선택 상자,1,1,150000,TRUE,FALSE,,,,,,,
,8단계,80316,2310,555,중급 고대 유물 무작위 상자,1,1,250000,TRUE,FALSE,,,,,,,
,8단계,80316,2311,556,고급 고대 유물 선택 상자,1,1,150000,TRUE,FALSE,,,,,,,
,8단계,80316,2312,557,고급 고대 유물 무작위 상자,1,1,250000,TRUE,FALSE,,,,,,,
,8단계,80316,2313,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,,80316,2314,1010,비법서 조각,3000,3200,1000000,TRUE,FALSE,,,,,,,
,,80316,2315,1005,전설,8,10,1000000,TRUE,FALSE,,,,,,,
,,80316,2316,1006,신화,2,5,300000,TRUE,FALSE,,,,,,,
,,80316,2317,17,1억골드,80,80,1000000,TRUE,FALSE,,,,,,,
,9단계,80317,2318,90000,갑옷 조각,1,3,1000000,TRUE,FALSE,,,,,,,
,9단계,80317,2319,90001,거울,1,3,1000000,TRUE,FALSE,,,,,,,
,9단계,80317,2320,90002,금닢,1,3,1000000,TRUE,FALSE,,,,,,,
,9단계,80317,2321,90003,독병,1,2,700000,TRUE,FALSE,,,,,,,
,9단계,80317,2322,90004,오리,1,2,700000,TRUE,FALSE,,,,,,,
,9단계,80317,2323,90005,마녀의 빗자루,1,2,700000,TRUE,FALSE,,,,,,,
,9단계,80317,2324,90006,양초,1,1,500000,TRUE,FALSE,,,,,,,
,9단계,80317,2325,90007,죄수의 족쇄,1,1,500000,TRUE,FALSE,,,,,,,
,9단계,80317,2326,90008,피닉스의 부리,1,1,500000,TRUE,FALSE,,,,,,,
,9단계,80317,2327,552,하급 고대 유물 선택 상자,1,3,200000,TRUE,FALSE,,,,,,,
,9단계,80317,2328,553,하급 고대 유물 무작위 상자,1,3,300000,TRUE,FALSE,,,,,,,
,9단계,80317,2329,554,중급 고대 유물 선택 상자,1,2,200000,TRUE,FALSE,,,,,,,
,9단계,80317,2330,555,중급 고대 유물 무작위 상자,1,2,300000,TRUE,FALSE,,,,,,,
,9단계,80317,2331,556,고급 고대 유물 선택 상자,1,1,200000,TRUE,FALSE,,,,,,,
,9단계,80317,2332,557,고급 고대 유물 무작위 상자,1,1,300000,TRUE,FALSE,,,,,,,
,9단계,80317,2333,1750,마법사의 묘 입장권,1,1,30000,FALSE,FALSE,,,,,,,
,,80317,2334,1010,비법서 조각,3300,3500,1000000,TRUE,FALSE,,,,,,,
,,80317,2335,1005,전설,9,11,1000000,TRUE,FALSE,,,,,,,
,,80317,2336,1006,신화,3,6,300000,TRUE,FALSE,,,,,,,
,,80317,2337,17,1억골드,100,100,1000000,TRUE,FALSE,,,,,,,
"월드보스,",1단계,90000,2338,1001,크리스탈,1500,1500,1000000,TRUE,FALSE,1001,크리스탈,1500,1500,1000000,TRUE,FALSE
,1단계,90000,2339,17,1억골드,450,450,1000000,TRUE,FALSE,17,1억골드,450,450,1000000,TRUE,FALSE
,1단계,90000,2340,21,룬 파편,700,700,1000000,TRUE,FALSE,21,룬 파편,900,900,1000000,TRUE,FALSE
,1단계,90000,2341,99001,룬 제련석,10,12,1000000,TRUE,FALSE,99001,룬 제련석,10,12,1000000,TRUE,FALSE
,1단계,90000,2342,22,룬 완성석,1,1,40000,TRUE,FALSE,22,룬 완성석,1,1,60000,TRUE,FALSE
,1단계,90000,2343,50005,강화 촉진 가루,100,100,1000000,TRUE,FALSE,50005,강화 촉진 가루,130,130,1000000,TRUE,FALSE
,이벤트,90000,2344,535,재설정 선택 상자,9,9,1000000,TRUE,FALSE,535,재설정 선택 상자,9,9,1000000,TRUE,FALSE
"월드보스,",2단계,90001,2345,1001,크리스탈,1600,1600,1000000,TRUE,FALSE,,,,,,,
,2단계,90001,2346,17,1억골드,480,480,1000000,TRUE,FALSE,,,,,,,
,2단계,90001,2347,21,룬 파편,800,800,1000000,TRUE,FALSE,,,,,,,
,2단계,90001,2348,99001,룬 제련석,10,12,1000000,TRUE,FALSE,,,,,,,
,2단계,90001,2349,22,룬 완성석,1,1,50000,TRUE,FALSE,,,,,,,
,2단계,90001,2350,50005,강화 촉진 가루,110,110,1000000,TRUE,FALSE,,,,,,,
,이벤트,90001,2351,535,재설정 선택 상자,12,12,1000000,TRUE,FALSE,,,,,,,
"월드보스,",3단계,90002,2352,1001,크리스탈,1800,1800,1000000,TRUE,FALSE,,,,,,,
,3단계,90002,2353,17,1억골드,550,550,1000000,TRUE,FALSE,,,,,,,
,3단계,90002,2354,21,룬 파편,900,900,1000000,TRUE,FALSE,,,,,,,
,3단계,90002,2355,99001,룬 제련석,10,12,1000000,TRUE,FALSE,,,,,,,
,3단계,90002,2356,22,룬 완성석,1,1,60000,TRUE,FALSE,,,,,,,
,3단계,90002,2357,50005,강화 촉진 가루,120,120,1000000,TRUE,FALSE,,,,,,,
,이벤트,90002,2358,535,재설정 선택 상자,15,15,1000000,TRUE,FALSE,,,,,,,
"월드보스,",4단계,90003,2359,1001,크리스탈,2000,2000,1000000,TRUE,FALSE,,,,,,,
,4단계,90003,2360,17,1억골드,650,650,1000000,TRUE,FALSE,,,,,,,
,4단계,90003,2361,21,룬 파편,1000,1000,1000000,TRUE,FALSE,,,,,,,
,4단계,90003,2362,99001,룬 제련석,10,12,1000000,TRUE,FALSE,,,,,,,
,4단계,90003,2363,22,룬 완성석,1,1,80000,TRUE,FALSE,,,,,,,
,4단계,90003,2364,50005,강화 촉진 가루,130,130,1000000,TRUE,FALSE,,,,,,,
,이벤트,90003,2365,535,재설정 선택 상자,18,18,1000000,TRUE,FALSE,,,,,,,
"월드보스,",5단계,90004,2366,1001,크리스탈,1100,1100,1000000,TRUE,FALSE,,,,,,,
,5단계,90004,2367,17,1억골드,200,200,1000000,TRUE,FALSE,,,,,,,
,5단계,90004,2368,21,룬 파편,700,700,1000000,TRUE,FALSE,,,,,,,
,5단계,90004,2369,99001,룬 제련석,7,9,1000000,TRUE,FALSE,,,,,,,
,5단계,90004,2370,22,룬 완성석,1,1,40000,TRUE,FALSE,,,,,,,
,5단계,90004,2371,50005,강화 촉진 가루,100,100,1000000,TRUE,FALSE,,,,,,,
,이벤트,90004,2372,535,재설정 선택 상자,7,7,1000000,TRUE,FALSE,,,,,,,
"월드보스,",6단계,90005,2373,1001,크리스탈,1300,1300,1000000,TRUE,FALSE,,,,,,,
,6단계,90005,2374,17,1억골드,300,300,1000000,TRUE,FALSE,,,,,,,
,6단계,90005,2375,21,룬 파편,800,800,1000000,TRUE,FALSE,,,,,,,
,6단계,90005,2376,99001,룬 제련석,9,11,1000000,TRUE,FALSE,,,,,,,
,6단계,90005,2377,22,룬 완성석,1,1,50000,TRUE,FALSE,,,,,,,
,6단계,90005,2378,50005,강화 촉진 가루,115,115,1000000,TRUE,FALSE,,,,,,,
,이벤트,90005,2379,535,재설정 선택 상자,8,8,1000000,TRUE,FALSE,,,,,,,
"월드보스,",7단계,90006,2380,1001,크리스탈,1500,1500,1000000,TRUE,FALSE,,,,,,,
,7단계,90006,2381,17,1억골드,450,450,1000000,TRUE,FALSE,,,,,,,
,7단계,90006,2382,21,룬 파편,900,900,1000000,TRUE,FALSE,,,,,,,
,7단계,90006,2383,99001,룬 제련석,10,12,1000000,TRUE,FALSE,,,,,,,
,7단계,90006,2384,22,룬 완성석,1,1,60000,TRUE,FALSE,,,,,,,
,7단계,90006,2385,50005,강화 촉진 가루,130,130,1000000,TRUE,FALSE,,,,,,,
,이벤트,90006,2386,535,재설정 선택 상자,9,9,1000000,TRUE,FALSE,,,,,,,
,8단계,90007,2387,1001,크리스탈,1700,1700,1000000,TRUE,FALSE,,,,,,,
,8단계,90007,2388,17,1억골드,550,550,1000000,TRUE,FALSE,,,,,,,
,8단계,90007,2389,21,룬 파편,1000,1000,1000000,TRUE,FALSE,,,,,,,
,8단계,90007,2390,99001,룬 제련석,11,15,1000000,TRUE,FALSE,,,,,,,
,8단계,90007,2391,22,룬 완성석,1,1,70000,TRUE,FALSE,,,,,,,
,8단계,90007,2392,50005,강화 촉진 가루,145,145,1000000,TRUE,FALSE,,,,,,,
,이벤트,90007,2393,535,재설정 선택 상자,10,10,1000000,TRUE,FALSE,,,,,,,
,지옥던전,3022,2394,1000,골드,900000,1000000,1000000,TRUE,FALSE,,,,,,,
던전-죽음의 해역,지옥던전,3022,2395,1002,경험치,46780,46780,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3022,2396,15,결정,95,198,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3022,2397,1700,장비파편,80,100,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3022,2398,18,지옥의 파편,1,2,50000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3022,2399,50002,장비 무기 강화석,1,1,10000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3022,2400,50003,장비 방어구 강화석,1,1,10000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3022,2401,50004,장비 악세서리 강화석,1,1,10000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3023,2402,1000,골드,1100000,1200000,1000000,TRUE,FALSE,,,,,,,
던전-죽음의 해역 보스,지옥던전,3023,2403,1002,경험치,47840,47840,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3023,2404,15,결정,96,200,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3023,2405,1700,장비파편,88,120,1000000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3023,2406,1005,비법서,1,3,200000,TRUE,FALSE,,,,,,,
보스 재료,지옥던전,3023,2407,1006,신화 제작,1,1,30000,TRUE,FALSE,,,,,,,
신화 제작,지옥던전,3023,2408,18,지옥의 파편,1,2,80000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3023,2409,50002,장비 무기 강화석,1,1,50000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3023,2410,50003,장비 방어구 강화석,1,1,50000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3023,2411,50004,장비 악세서리 강화석,1,1,50000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3024,2412,1000,골드,1500000,1600000,1000000,TRUE,FALSE,,,,,,,
던전-던전-투통가,지옥던전,3024,2413,1002,경험치,49960,49960,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3024,2414,15,결정,98,204,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3024,2415,1700,장비파편,96,140,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3024,2416,18,지옥의 파편,1,2,50000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3024,2417,50002,장비 무기 강화석,1,1,20000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3024,2418,50003,장비 방어구 강화석,1,1,20000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3024,2419,50004,장비 악세서리 강화석,1,1,20000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3025,2420,1000,골드,1700000,1800000,1000000,TRUE,FALSE,,,,,,,
던전-던전-투통가 보스,지옥던전,3025,2421,1002,경험치,51020,51020,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3025,2422,15,결정,99,206,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3025,2423,1700,장비파편,104,160,1000000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3025,2424,1005,비법서,1,3,230000,TRUE,FALSE,,,,,,,
보스 재료,지옥던전,3025,2425,1006,신화 제작,1,1,30000,TRUE,FALSE,,,,,,,
신화 제작,지옥던전,3025,2426,18,지옥의 파편,1,2,80000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3025,2427,50002,장비 무기 강화석,1,1,50000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3025,2428,50003,장비 방어구 강화석,1,1,50000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3025,2429,50004,장비 악세서리 강화석,1,1,50000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3026,2430,1000,골드,2100000,2200000,1000000,TRUE,FALSE,,,,,,,
마계-마몬의 금고,지옥던전,3026,2431,1002,경험치,53140,53140,1000000,TRUE,FALSE,,,,,,,
경험치,지옥던전,3026,2432,15,결정,101,210,600000,TRUE,FALSE,,,,,,,
결정,지옥던전,3026,2433,1700,장비파편,112,180,400000,TRUE,FALSE,,,,,,,
일반 장피 파편,지옥던전,3026,2434,18,지옥의 파편,1,2,50000,TRUE,FALSE,,,,,,,
지옥의 파편,지옥던전,3026,2435,50002,장비 무기 강화석,1,1,20000,TRUE,FALSE,,,,,,,
무기 강화,지옥던전,3026,2436,50003,장비 방어구 강화석,1,1,20000,TRUE,FALSE,,,,,,,
방어구 강화,지옥던전,3026,2437,50004,장비 악세서리 강화석,1,1,20000,TRUE,FALSE,,,,,,,
장신구 강화,지옥던전,3027,2438,1000,골드,2300000,2400000,1000000,TRUE,FALSE,,,,,,,
